user_id,app,session_length,clicks,scroll_depth,hour
0,Instagram,0.9135515885725021,34,0.5318322105932806,6
0,YouTube,4.621448262495016,28,0.060267533630030456,0
0,Netflix,1.805998689569738,11,0.09119482346094498,23
0,WhatsApp,2.070046356808708,27,0.5982993636914948,11
0,WhatsApp,2.140265310037957,7,0.4763203480639293,23
0,Netflix,25.312755063631368,9,0.45507281458353643,7
0,Netflix,6.615657784439802,23,0.9832738326107316,16
0,Instagram,2.548307286237934,3,0.9125564466163086,10
0,WhatsApp,1.813111394725179,37,0.628366363005452,14
0,WhatsApp,4.16862146143832,48,0.05954218319959059,12
0,Instagram,21.78770412448611,14,0.6823621514775705,7
0,Netflix,4.052125427686198,41,0.5945490016382791,22
0,Netflix,14.151073388858784,33,0.227444103796835,8
0,WhatsApp,1.270578005252793,8,0.4778667993701541,18
0,WhatsApp,26.199523694500442,31,0.7155025148615876,5
0,Netflix,2.310892339598002,42,0.09181254169500142,21
0,WhatsApp,30.516876282673,45,0.5819263710359787,9
0,WhatsApp,2.986198345350161,25,0.7760336585804352,13
0,LinkedIn,18.07940495680414,38,0.5717441201263482,12
0,YouTube,14.326756837166638,24,0.8286354298179334,19
0,LinkedIn,3.9881817753373325,35,0.5818389270991048,11
0,WhatsApp,16.231236035321025,13,0.2170239645890486,20
0,WhatsApp,7.071020537218381,1,0.6450459511154901,22
0,YouTube,15.41235945830904,41,0.1373690769756778,22
0,Netflix,9.558938211172048,8,0.07561918587132377,21
0,Netflix,10.719066833592832,35,0.5643403008227303,19
0,YouTube,27.306931395507043,19,0.28614256938758065,9
0,Netflix,7.388939547355348,41,0.06328028357632087,1
0,Netflix,8.366622744043033,40,0.3489596114735163,2
0,WhatsApp,16.941344773789442,31,0.3007878530054313,5
0,WhatsApp,1.5611789526850819,7,0.7302913057204923,17
1,WhatsApp,1.5479193898629082,42,0.7840485529238552,11
1,Instagram,1.3088456605976506,27,0.31173461912498546,14
1,Netflix,29.909420597232568,49,0.2664901588898597,2
1,YouTube,2.3277116486184193,1,0.7662852347990432,22
1,LinkedIn,7.060038255355894,12,0.532555486400635,7
1,Instagram,0.44989632786297007,33,0.9113566059429045,18
1,LinkedIn,9.282120114513685,30,0.8648527089172388,4
1,Netflix,0.7916476256380486,24,0.4810664681571605,11
1,YouTube,4.0054763594119045,8,0.2261955363935092,13
1,LinkedIn,8.852072904198739,6,0.6629887604908735,9
1,WhatsApp,3.2397160619132994,14,0.8073675425559228,7
1,Instagram,2.0937382769359236,14,0.026672523460821274,15
1,YouTube,3.13209301959151,18,0.9076081395485766,4
1,YouTube,16.476874918773703,37,0.72669759953694,15
1,LinkedIn,1.5628122026464113,24,0.6285840738309458,2
1,WhatsApp,3.527198884704301,29,0.464543035787943,9
1,LinkedIn,1.8326122605149453,38,0.534430492750791,13
1,YouTube,0.6401586598417858,48,0.8917071718078592,1
1,Netflix,5.993679624601161,39,0.9784847494269571,21
1,Instagram,7.651874110124791,27,0.6843965896766081,2
2,YouTube,1.520423777924848,29,0.45522341489440166,0
2,Netflix,12.348905222896846,4,0.804906453058293,4
2,Netflix,0.3400360126780442,47,0.5523576561171052,12
2,WhatsApp,6.694814587215409,22,0.15878395006918178,6
2,YouTube,0.5661717990571782,26,0.10149934269247451,18
2,Instagram,1.4361567480872404,32,0.8149633894480371,23
2,LinkedIn,1.4112409202811618,1,0.8250400663873845,4
2,LinkedIn,0.4710195154602265,11,0.7482364006883805,12
2,Netflix,15.364168371410448,9,0.2802771461504364,11
2,LinkedIn,7.451402510862327,40,0.5732263020766112,1
2,Netflix,6.017192658309841,4,0.7595904297508331,17
2,Instagram,2.312429178865186,45,0.7955651392938713,15
2,YouTube,7.934138627555647,32,0.9742390281333891,13
2,YouTube,18.800427300340772,48,0.9044473604511526,10
2,LinkedIn,15.10810670397029,43,0.5643442462834118,17
2,Netflix,3.307120731319025,19,0.6912386500383958,4
2,Netflix,6.918458060928598,14,0.8999210014679114,0
2,LinkedIn,7.818595060278642,21,0.07992351992406632,1
2,Instagram,3.0666020831867726,3,0.15576750096185976,16
2,WhatsApp,23.85788948967854,40,0.6088278797265175,23
2,Instagram,2.6500552244947926,10,0.057019466656718865,15
2,Netflix,25.48714393394327,17,0.7964845279243684,11
2,Netflix,11.191251220939897,6,0.03524039958639391,15
2,YouTube,2.98858657435316,1,0.08745015338279782,5
2,YouTube,4.073362442869324,14,0.4805842950418301,21
2,Netflix,10.343636350233378,38,0.08190349279271003,14
2,YouTube,1.5813900991986205,26,0.010914657324396781,21
2,YouTube,1.877529066937407,48,0.4790640675855753,6
2,Instagram,0.685804572756091,12,0.9572278829842623,15
2,YouTube,28.57182085238772,33,0.5128194142813775,23
2,WhatsApp,1.437776224625924,44,0.22589081437540404,16
2,YouTube,4.222211587733464,32,0.888501614434197,14
2,Netflix,21.795830492680473,48,0.4426821580109298,3
2,LinkedIn,4.152125388646927,27,0.22987722415719536,1
2,Netflix,8.781974045224379,11,0.9194161099512954,23
2,Netflix,6.093282102416265,48,0.35321707429133997,0
2,LinkedIn,2.8871006151014136,22,0.766907088255394,13
2,YouTube,14.022553234376758,13,0.02038495612615876,22
3,Netflix,8.079559516364448,22,0.22819402436065106,5
3,Netflix,14.811065804027324,32,0.8207320551198758,10
3,LinkedIn,8.652025345602604,16,0.9241164422473694,16
3,Instagram,1.7795579534389776,44,0.37598988991493654,8
3,LinkedIn,19.137427658245752,47,0.28295766271239786,19
3,YouTube,1.0068863753701067,10,0.5844094629380614,4
3,Netflix,4.542487914308412,44,0.9478776774950237,12
3,Netflix,1.9346084473876148,49,0.10789148978971896,2
3,LinkedIn,2.1938923488742144,45,0.6368349156666556,9
3,YouTube,9.653579338285546,5,0.1485054751845195,23
3,LinkedIn,8.594071816376008,44,0.40727442321397866,10
3,Instagram,8.260602231071145,3,0.7494263727824706,0
3,WhatsApp,8.000847274252497,40,0.7860871532360739,21
3,YouTube,14.502421024733378,20,0.38571467086175404,15
3,LinkedIn,15.355001132083448,22,0.2595109741817213,9
3,YouTube,10.541791857330846,37,0.10297867466853583,8
3,LinkedIn,5.301614037422955,19,0.5631819673633114,0
3,WhatsApp,24.765257600641664,21,0.573602801116077,21
3,WhatsApp,5.0482003932837705,44,0.26897034903878647,1
3,YouTube,3.3622810508543073,9,0.2910649770801802,9
3,Netflix,6.127824302825766,30,0.24117741674153426,2
3,Netflix,30.704485742758404,38,0.06928726834432186,0
3,WhatsApp,13.621678456245506,32,0.10988379240465229,9
3,LinkedIn,5.353523635338558,6,0.8403837759212684,22
3,Netflix,12.645224505116843,36,0.515233496814487,11
3,WhatsApp,19.85575195859003,46,0.5454484762855888,16
3,Instagram,8.397879429331876,36,0.45790675169180906,10
3,WhatsApp,0.7651845140562163,26,0.1795405524793109,7
3,Instagram,1.2351101216010465,29,0.4843842407745109,5
3,YouTube,9.502068770284744,31,0.7331655652672113,19
3,Instagram,8.194047982712917,13,0.2644468714246252,22
3,YouTube,0.23818620331774495,28,0.33920761383530007,10
3,Instagram,2.3598765397372383,24,0.19389834902630798,14
3,Netflix,6.551717927459925,35,0.6677794004536416,17
3,Instagram,10.486912070100544,46,0.14241319683736264,13
3,YouTube,25.438048075408446,4,0.30241360815316043,23
3,Netflix,3.8157342882955603,29,0.4525228043313937,2
3,LinkedIn,14.299130590500914,42,0.7020944143817565,23
3,YouTube,9.733039775288225,40,0.5603519038965177,11
4,Netflix,13.213524297019344,9,0.8906532900824258,12
4,WhatsApp,14.54866795327464,19,0.5501636326200504,17
4,YouTube,24.826215785698,25,0.9517707125133971,21
4,WhatsApp,0.2693201522343943,17,0.5272181488262351,3
4,YouTube,5.4293676366872035,40,0.18038473689921775,22
4,WhatsApp,3.5690285292544304,22,0.5389588409359345,8
4,Instagram,5.493354695904377,10,0.01974273999562881,19
4,Netflix,18.395330591367536,22,0.12696093741746495,19
4,LinkedIn,8.988297039147824,18,0.9836337721296642,16
4,YouTube,5.944355454721141,17,0.09404636426106372,9
4,YouTube,7.155042844945464,27,0.021529455914527817,0
4,YouTube,1.5891332346716056,36,0.6021584960255165,18
4,YouTube,23.406019381510145,37,0.13243155218098657,14
4,WhatsApp,5.4407040437468,4,0.8489542692253368,23
4,Netflix,0.19681973932893587,24,0.5299180912656574,16
5,WhatsApp,0.5193912367668417,15,0.314478501279816,1
5,YouTube,8.261461711746987,46,0.587565775573511,8
5,YouTube,7.976198692814409,30,0.3570638640717707,1
5,YouTube,9.707603383113549,32,0.2225895178702918,14
5,Netflix,4.211336662864083,5,0.26407385903491165,9
5,Netflix,24.411007404531997,42,0.9543130624817083,2
